image_path,label
C:\Users\Avantee Sarve\.cache\kagglehub\datasets\mahmoudreda55\satellite-image-classification\versions\1\data\cloudy\train_10666.jpg,cloudy
C:\Users\Avantee Sarve\.cache\kagglehub\datasets\mahmoudreda55\satellite-image-classification\versions\1\data\cloudy\train_10667.jpg,cloudy
C:\Users\Avantee Sarve\.cache\kagglehub\datasets\mahmoudreda55\satellite-image-classification\versions\1\data\cloudy\train_10687.jpg,cloudy
C:\Users\Avantee Sarve\.cache\kagglehub\datasets\mahmoudreda55\satellite-image-classification\versions\1\data\cloudy\train_1070.jpg,cloudy
C:\Users\Avantee Sarve\.cache\kagglehub\datasets\mahmoudreda55\satellite-image-classification\versions\1\data\cloudy\train_10710.jpg,cloudy
C:\Users\Avantee Sarve\.cache\kagglehub\datasets\mahmoudreda55\satellite-image-classification\versions\1\data\cloudy\train_10788.jpg,cloudy
C:\Users\Avantee Sarve\.cache\kagglehub\datasets\mahmoudreda55\satellite-image-classification\versions\1\data\cloudy\train_10793.jpg,cloudy
C:\Users\Avantee Sarve\.cache\kagglehub\datasets\mahmoudreda55\satellite-image-classification\versions\1\data\cloudy\train_108.jpg,cloudy
C:\Users\Avantee Sarve\.cache\kagglehub\datasets\mahmoudreda55\satellite-image-classification\versions\1\data\cloudy\train_10816.jpg,cloudy
C:\Users\Avantee Sarve\.cache\kagglehub\datasets\mahmoudreda55\satellite-image-classification\versions\1\data\cloudy\train_10856.jpg,cloudy
C:\Users\Avantee Sarve\.cache\kagglehub\datasets\mahmoudreda55\satellite-image-classification\versions\1\data\cloudy\train_1086.jpg,cloudy
C:\Users\Avantee Sarve\.cache\kagglehub\datasets\mahmoudreda55\satellite-image-classification\versions\1\data\cloudy\train_10889.jpg,cloudy
C:\Users\Avantee Sarve\.cache\kagglehub\datasets\mahmoudreda55\satellite-image-classification\versions\1\data\cloudy\train_10891.jpg,cloudy
C:\Users\Avantee Sarve\.cache\kagglehub\datasets\mahmoudreda55\satellite-image-classification\versions\1\data\cloudy\train_10908.jpg,cloudy
C:\Users\Avantee Sarve\.cache\kagglehub\datasets\mahmoudreda55\satellite-image-classification\versions\1\data\cloudy\train_1092.jpg,cloudy
C:\Users\Avantee Sarve\.cache\kagglehub\datasets\mahmoudreda55\satellite-image-classification\versions\1\data\cloudy\train_10952.jpg,cloudy
C:\Users\Avantee Sarve\.cache\kagglehub\datasets\mahmoudreda55\satellite-image-classification\versions\1\data\cloudy\train_11008.jpg,cloudy
C:\Users\Avantee Sarve\.cache\kagglehub\datasets\mahmoudreda55\satellite-image-classification\versions\1\data\cloudy\train_11047.jpg,cloudy
C:\Users\Avantee Sarve\.cache\kagglehub\datasets\mahmoudreda55\satellite-image-classification\versions\1\data\cloudy\train_11050.jpg,cloudy
C:\Users\Avantee Sarve\.cache\kagglehub\datasets\mahmoudreda55\satellite-image-classification\versions\1\data\cloudy\train_11118.jpg,cloudy
C:\Users\Avantee Sarve\.cache\kagglehub\datasets\mahmoudreda55\satellite-image-classification\versions\1\data\cloudy\train_11132.jpg,cloudy
C:\Users\Avantee Sarve\.cache\kagglehub\datasets\mahmoudreda55\satellite-image-classification\versions\1\data\cloudy\train_11150.jpg,cloudy
C:\Users\Avantee Sarve\.cache\kagglehub\datasets\mahmoudreda55\satellite-image-classification\versions\1\data\cloudy\train_11161.jpg,cloudy
C:\Users\Avantee Sarve\.cache\kagglehub\datasets\mahmoudreda55\satellite-image-classification\versions\1\data\cloudy\train_11191.jpg,cloudy
C:\Users\Avantee Sarve\.cache\kagglehub\datasets\mahmoudreda55\satellite-image-classification\versions\1\data\cloudy\train_11211.jpg,cloudy
C:\Users\Avantee Sarve\.cache\kagglehub\datasets\mahmoudreda55\satellite-image-classification\versions\1\data\cloudy\train_11218.jpg,cloudy
C:\Users\Avantee Sarve\.cache\kagglehub\datasets\mahmoudreda55\satellite-image-classification\versions\1\data\cloudy\train_11240.jpg,cloudy
C:\Users\Avantee Sarve\.cache\kagglehub\datasets\mahmoudreda55\satellite-image-classification\versions\1\data\cloudy\train_11259.jpg,cloudy
C:\Users\Avantee Sarve\.cache\kagglehub\datasets\mahmoudreda55\satellite-image-classification\versions\1\data\cloudy\train_1126.jpg,cloudy
C:\Users\Avantee Sarve\.cache\kagglehub\datasets\mahmoudreda55\satellite-image-classification\versions\1\data\cloudy\train_11260.jpg,cloudy
C:\Users\Avantee Sarve\.cache\kagglehub\datasets\mahmoudreda55\satellite-image-classification\versions\1\data\cloudy\train_11283.jpg,cloudy
C:\Users\Avantee Sarve\.cache\kagglehub\datasets\mahmoudreda55\satellite-image-classification\versions\1\data\cloudy\train_11294.jpg,cloudy
C:\Users\Avantee Sarve\.cache\kagglehub\datasets\mahmoudreda55\satellite-image-classification\versions\1\data\cloudy\train_11301.jpg,cloudy
C:\Users\Avantee Sarve\.cache\kagglehub\datasets\mahmoudreda55\satellite-image-classification\versions\1\data\cloudy\train_11305.jpg,cloudy
C:\Users\Avantee Sarve\.cache\kagglehub\datasets\mahmoudreda55\satellite-image-classification\versions\1\data\cloudy\train_11307.jpg,cloudy
C:\Users\Avantee Sarve\.cache\kagglehub\datasets\mahmoudreda55\satellite-image-classification\versions\1\data\cloudy\train_11312.jpg,cloudy
C:\Users\Avantee Sarve\.cache\kagglehub\datasets\mahmoudreda55\satellite-image-classification\versions\1\data\cloudy\train_11317.jpg,cloudy
C:\Users\Avantee Sarve\.cache\kagglehub\datasets\mahmoudreda55\satellite-image-classification\versions\1\data\cloudy\train_11325.jpg,cloudy
C:\Users\Avantee Sarve\.cache\kagglehub\datasets\mahmoudreda55\satellite-image-classification\versions\1\data\cloudy\train_11326.jpg,cloudy
C:\Users\Avantee Sarve\.cache\kagglehub\datasets\mahmoudreda55\satellite-image-classification\versions\1\data\cloudy\train_11352.jpg,cloudy
C:\Users\Avantee Sarve\.cache\kagglehub\datasets\mahmoudreda55\satellite-image-classification\versions\1\data\cloudy\train_11354.jpg,cloudy
C:\Users\Avantee Sarve\.cache\kagglehub\datasets\mahmoudreda55\satellite-image-classification\versions\1\data\cloudy\train_1140.jpg,cloudy
C:\Users\Avantee Sarve\.cache\kagglehub\datasets\mahmoudreda55\satellite-image-classification\versions\1\data\cloudy\train_11415.jpg,cloudy
C:\Users\Avantee Sarve\.cache\kagglehub\datasets\mahmoudreda55\satellite-image-classification\versions\1\data\cloudy\train_11486.jpg,cloudy
C:\Users\Avantee Sarve\.cache\kagglehub\datasets\mahmoudreda55\satellite-image-classification\versions\1\data\cloudy\train_11492.jpg,cloudy
C:\Users\Avantee Sarve\.cache\kagglehub\datasets\mahmoudreda55\satellite-image-classification\versions\1\data\cloudy\train_11512.jpg,cloudy
C:\Users\Avantee Sarve\.cache\kagglehub\datasets\mahmoudreda55\satellite-image-classification\versions\1\data\cloudy\train_11549.jpg,cloudy
C:\Users\Avantee Sarve\.cache\kagglehub\datasets\mahmoudreda55\satellite-image-classification\versions\1\data\cloudy\train_11561.jpg,cloudy
C:\Users\Avantee Sarve\.cache\kagglehub\datasets\mahmoudreda55\satellite-image-classification\versions\1\data\cloudy\train_11569.jpg,cloudy
C:\Users\Avantee Sarve\.cache\kagglehub\datasets\mahmoudreda55\satellite-image-classification\versions\1\data\cloudy\train_11597.jpg,cloudy
C:\Users\Avantee Sarve\.cache\kagglehub\datasets\mahmoudreda55\satellite-image-classification\versions\1\data\cloudy\train_11644.jpg,cloudy
C:\Users\Avantee Sarve\.cache\kagglehub\datasets\mahmoudreda55\satellite-image-classification\versions\1\data\cloudy\train_11663.jpg,cloudy
C:\Users\Avantee Sarve\.cache\kagglehub\datasets\mahmoudreda55\satellite-image-classification\versions\1\data\cloudy\train_11673.jpg,cloudy
C:\Users\Avantee Sarve\.cache\kagglehub\datasets\mahmoudreda55\satellite-image-classification\versions\1\data\cloudy\train_11686.jpg,cloudy
C:\Users\Avantee Sarve\.cache\kagglehub\datasets\mahmoudreda55\satellite-image-classification\versions\1\data\cloudy\train_11706.jpg,cloudy
C:\Users\Avantee Sarve\.cache\kagglehub\datasets\mahmoudreda55\satellite-image-classification\versions\1\data\cloudy\train_11740.jpg,cloudy
C:\Users\Avantee Sarve\.cache\kagglehub\datasets\mahmoudreda55\satellite-image-classification\versions\1\data\cloudy\train_11757.jpg,cloudy
C:\Users\Avantee Sarve\.cache\kagglehub\datasets\mahmoudreda55\satellite-image-classification\versions\1\data\cloudy\train_118.jpg,cloudy
C:\Users\Avantee Sarve\.cache\kagglehub\datasets\mahmoudreda55\satellite-image-classification\versions\1\data\cloudy\train_11805.jpg,cloudy
C:\Users\Avantee Sarve\.cache\kagglehub\datasets\mahmoudreda55\satellite-image-classification\versions\1\data\cloudy\train_11820.jpg,cloudy
C:\Users\Avantee Sarve\.cache\kagglehub\datasets\mahmoudreda55\satellite-image-classification\versions\1\data\cloudy\train_11844.jpg,cloudy
C:\Users\Avantee Sarve\.cache\kagglehub\datasets\mahmoudreda55\satellite-image-classification\versions\1\data\cloudy\train_11871.jpg,cloudy
C:\Users\Avantee Sarve\.cache\kagglehub\datasets\mahmoudreda55\satellite-image-classification\versions\1\data\cloudy\train_11896.jpg,cloudy
C:\Users\Avantee Sarve\.cache\kagglehub\datasets\mahmoudreda55\satellite-image-classification\versions\1\data\cloudy\train_11904.jpg,cloudy
C:\Users\Avantee Sarve\.cache\kagglehub\datasets\mahmoudreda55\satellite-image-classification\versions\1\data\cloudy\train_11937.jpg,cloudy
C:\Users\Avantee Sarve\.cache\kagglehub\datasets\mahmoudreda55\satellite-image-classification\versions\1\data\cloudy\train_1194.jpg,cloudy
C:\Users\Avantee Sarve\.cache\kagglehub\datasets\mahmoudreda55\satellite-image-classification\versions\1\data\cloudy\train_11979.jpg,cloudy
C:\Users\Avantee Sarve\.cache\kagglehub\datasets\mahmoudreda55\satellite-image-classification\versions\1\data\cloudy\train_11981.jpg,cloudy
C:\Users\Avantee Sarve\.cache\kagglehub\datasets\mahmoudreda55\satellite-image-classification\versions\1\data\cloudy\train_12.jpg,cloudy
C:\Users\Avantee Sarve\.cache\kagglehub\datasets\mahmoudreda55\satellite-image-classification\versions\1\data\cloudy\train_12009.jpg,cloudy
C:\Users\Avantee Sarve\.cache\kagglehub\datasets\mahmoudreda55\satellite-image-classification\versions\1\data\cloudy\train_12016.jpg,cloudy
C:\Users\Avantee Sarve\.cache\kagglehub\datasets\mahmoudreda55\satellite-image-classification\versions\1\data\cloudy\train_12038.jpg,cloudy
C:\Users\Avantee Sarve\.cache\kagglehub\datasets\mahmoudreda55\satellite-image-classification\versions\1\data\cloudy\train_12058.jpg,cloudy
C:\Users\Avantee Sarve\.cache\kagglehub\datasets\mahmoudreda55\satellite-image-classification\versions\1\data\cloudy\train_12068.jpg,cloudy
C:\Users\Avantee Sarve\.cache\kagglehub\datasets\mahmoudreda55\satellite-image-classification\versions\1\data\cloudy\train_12072.jpg,cloudy
C:\Users\Avantee Sarve\.cache\kagglehub\datasets\mahmoudreda55\satellite-image-classification\versions\1\data\cloudy\train_12089.jpg,cloudy
C:\Users\Avantee Sarve\.cache\kagglehub\datasets\mahmoudreda55\satellite-image-classification\versions\1\data\cloudy\train_12097.jpg,cloudy
C:\Users\Avantee Sarve\.cache\kagglehub\datasets\mahmoudreda55\satellite-image-classification\versions\1\data\cloudy\train_12112.jpg,cloudy
C:\Users\Avantee Sarve\.cache\kagglehub\datasets\mahmoudreda55\satellite-image-classification\versions\1\data\cloudy\train_12119.jpg,cloudy
C:\Users\Avantee Sarve\.cache\kagglehub\datasets\mahmoudreda55\satellite-image-classification\versions\1\data\cloudy\train_12191.jpg,cloudy
C:\Users\Avantee Sarve\.cache\kagglehub\datasets\mahmoudreda55\satellite-image-classification\versions\1\data\cloudy\train_12204.jpg,cloudy
C:\Users\Avantee Sarve\.cache\kagglehub\datasets\mahmoudreda55\satellite-image-classification\versions\1\data\cloudy\train_12211.jpg,cloudy
C:\Users\Avantee Sarve\.cache\kagglehub\datasets\mahmoudreda55\satellite-image-classification\versions\1\data\cloudy\train_12235.jpg,cloudy
C:\Users\Avantee Sarve\.cache\kagglehub\datasets\mahmoudreda55\satellite-image-classification\versions\1\data\cloudy\train_12239.jpg,cloudy
C:\Users\Avantee Sarve\.cache\kagglehub\datasets\mahmoudreda55\satellite-image-classification\versions\1\data\cloudy\train_12313.jpg,cloudy
C:\Users\Avantee Sarve\.cache\kagglehub\datasets\mahmoudreda55\satellite-image-classification\versions\1\data\cloudy\train_12316.jpg,cloudy
C:\Users\Avantee Sarve\.cache\kagglehub\datasets\mahmoudreda55\satellite-image-classification\versions\1\data\cloudy\train_12343.jpg,cloudy
C:\Users\Avantee Sarve\.cache\kagglehub\datasets\mahmoudreda55\satellite-image-classification\versions\1\data\cloudy\train_12353.jpg,cloudy
C:\Users\Avantee Sarve\.cache\kagglehub\datasets\mahmoudreda55\satellite-image-classification\versions\1\data\cloudy\train_12360.jpg,cloudy
C:\Users\Avantee Sarve\.cache\kagglehub\datasets\mahmoudreda55\satellite-image-classification\versions\1\data\cloudy\train_12365.jpg,cloudy
C:\Users\Avantee Sarve\.cache\kagglehub\datasets\mahmoudreda55\satellite-image-classification\versions\1\data\cloudy\train_12421.jpg,cloudy
C:\Users\Avantee Sarve\.cache\kagglehub\datasets\mahmoudreda55\satellite-image-classification\versions\1\data\cloudy\train_12500.jpg,cloudy
C:\Users\Avantee Sarve\.cache\kagglehub\datasets\mahmoudreda55\satellite-image-classification\versions\1\data\cloudy\train_12502.jpg,cloudy
C:\Users\Avantee Sarve\.cache\kagglehub\datasets\mahmoudreda55\satellite-image-classification\versions\1\data\cloudy\train_12517.jpg,cloudy
C:\Users\Avantee Sarve\.cache\kagglehub\datasets\mahmoudreda55\satellite-image-classification\versions\1\data\cloudy\train_12525.jpg,cloudy
C:\Users\Avantee Sarve\.cache\kagglehub\datasets\mahmoudreda55\satellite-image-classification\versions\1\data\cloudy\train_12536.jpg,cloudy
C:\Users\Avantee Sarve\.cache\kagglehub\datasets\mahmoudreda55\satellite-image-classification\versions\1\data\cloudy\train_1256.jpg,cloudy
C:\Users\Avantee Sarve\.cache\kagglehub\datasets\mahmoudreda55\satellite-image-classification\versions\1\data\cloudy\train_12611.jpg,cloudy
C:\Users\Avantee Sarve\.cache\kagglehub\datasets\mahmoudreda55\satellite-image-classification\versions\1\data\cloudy\train_12682.jpg,cloudy
C:\Users\Avantee Sarve\.cache\kagglehub\datasets\mahmoudreda55\satellite-image-classification\versions\1\data\cloudy\train_12701.jpg,cloudy
C:\Users\Avantee Sarve\.cache\kagglehub\datasets\mahmoudreda55\satellite-image-classification\versions\1\data\cloudy\train_12713.jpg,cloudy
C:\Users\Avantee Sarve\.cache\kagglehub\datasets\mahmoudreda55\satellite-image-classification\versions\1\data\cloudy\train_12724.jpg,cloudy
C:\Users\Avantee Sarve\.cache\kagglehub\datasets\mahmoudreda55\satellite-image-classification\versions\1\data\cloudy\train_12737.jpg,cloudy
C:\Users\Avantee Sarve\.cache\kagglehub\datasets\mahmoudreda55\satellite-image-classification\versions\1\data\cloudy\train_12770.jpg,cloudy
C:\Users\Avantee Sarve\.cache\kagglehub\datasets\mahmoudreda55\satellite-image-classification\versions\1\data\cloudy\train_1283.jpg,cloudy
C:\Users\Avantee Sarve\.cache\kagglehub\datasets\mahmoudreda55\satellite-image-classification\versions\1\data\cloudy\train_12924.jpg,cloudy
C:\Users\Avantee Sarve\.cache\kagglehub\datasets\mahmoudreda55\satellite-image-classification\versions\1\data\cloudy\train_12928.jpg,cloudy
C:\Users\Avantee Sarve\.cache\kagglehub\datasets\mahmoudreda55\satellite-image-classification\versions\1\data\cloudy\train_1297.jpg,cloudy
C:\Users\Avantee Sarve\.cache\kagglehub\datasets\mahmoudreda55\satellite-image-classification\versions\1\data\cloudy\train_12975.jpg,cloudy
C:\Users\Avantee Sarve\.cache\kagglehub\datasets\mahmoudreda55\satellite-image-classification\versions\1\data\cloudy\train_13006.jpg,cloudy
C:\Users\Avantee Sarve\.cache\kagglehub\datasets\mahmoudreda55\satellite-image-classification\versions\1\data\cloudy\train_13011.jpg,cloudy
C:\Users\Avantee Sarve\.cache\kagglehub\datasets\mahmoudreda55\satellite-image-classification\versions\1\data\cloudy\train_13016.jpg,cloudy
C:\Users\Avantee Sarve\.cache\kagglehub\datasets\mahmoudreda55\satellite-image-classification\versions\1\data\cloudy\train_13047.jpg,cloudy
C:\Users\Avantee Sarve\.cache\kagglehub\datasets\mahmoudreda55\satellite-image-classification\versions\1\data\cloudy\train_13069.jpg,cloudy
C:\Users\Avantee Sarve\.cache\kagglehub\datasets\mahmoudreda55\satellite-image-classification\versions\1\data\cloudy\train_13078.jpg,cloudy
C:\Users\Avantee Sarve\.cache\kagglehub\datasets\mahmoudreda55\satellite-image-classification\versions\1\data\cloudy\train_13110.jpg,cloudy
C:\Users\Avantee Sarve\.cache\kagglehub\datasets\mahmoudreda55\satellite-image-classification\versions\1\data\cloudy\train_13114.jpg,cloudy
C:\Users\Avantee Sarve\.cache\kagglehub\datasets\mahmoudreda55\satellite-image-classification\versions\1\data\cloudy\train_13124.jpg,cloudy
C:\Users\Avantee Sarve\.cache\kagglehub\datasets\mahmoudreda55\satellite-image-classification\versions\1\data\cloudy\train_13129.jpg,cloudy
C:\Users\Avantee Sarve\.cache\kagglehub\datasets\mahmoudreda55\satellite-image-classification\versions\1\data\cloudy\train_13130.jpg,cloudy
C:\Users\Avantee Sarve\.cache\kagglehub\datasets\mahmoudreda55\satellite-image-classification\versions\1\data\cloudy\train_13167.jpg,cloudy
C:\Users\Avantee Sarve\.cache\kagglehub\datasets\mahmoudreda55\satellite-image-classification\versions\1\data\cloudy\train_13219.jpg,cloudy
C:\Users\Avantee Sarve\.cache\kagglehub\datasets\mahmoudreda55\satellite-image-classification\versions\1\data\cloudy\train_13248.jpg,cloudy
C:\Users\Avantee Sarve\.cache\kagglehub\datasets\mahmoudreda55\satellite-image-classification\versions\1\data\cloudy\train_13262.jpg,cloudy
C:\Users\Avantee Sarve\.cache\kagglehub\datasets\mahmoudreda55\satellite-image-classification\versions\1\data\cloudy\train_13282.jpg,cloudy
C:\Users\Avantee Sarve\.cache\kagglehub\datasets\mahmoudreda55\satellite-image-classification\versions\1\data\cloudy\train_13292.jpg,cloudy
C:\Users\Avantee Sarve\.cache\kagglehub\datasets\mahmoudreda55\satellite-image-classification\versions\1\data\cloudy\train_13300.jpg,cloudy
C:\Users\Avantee Sarve\.cache\kagglehub\datasets\mahmoudreda55\satellite-image-classification\versions\1\data\cloudy\train_13312.jpg,cloudy
C:\Users\Avantee Sarve\.cache\kagglehub\datasets\mahmoudreda55\satellite-image-classification\versions\1\data\cloudy\train_1336.jpg,cloudy
C:\Users\Avantee Sarve\.cache\kagglehub\datasets\mahmoudreda55\satellite-image-classification\versions\1\data\cloudy\train_13370.jpg,cloudy
C:\Users\Avantee Sarve\.cache\kagglehub\datasets\mahmoudreda55\satellite-image-classification\versions\1\data\cloudy\train_1339.jpg,cloudy
C:\Users\Avantee Sarve\.cache\kagglehub\datasets\mahmoudreda55\satellite-image-classification\versions\1\data\cloudy\train_13404.jpg,cloudy
C:\Users\Avantee Sarve\.cache\kagglehub\datasets\mahmoudreda55\satellite-image-classification\versions\1\data\cloudy\train_13407.jpg,cloudy
C:\Users\Avantee Sarve\.cache\kagglehub\datasets\mahmoudreda55\satellite-image-classification\versions\1\data\cloudy\train_13413.jpg,cloudy
C:\Users\Avantee Sarve\.cache\kagglehub\datasets\mahmoudreda55\satellite-image-classification\versions\1\data\cloudy\train_13442.jpg,cloudy
C:\Users\Avantee Sarve\.cache\kagglehub\datasets\mahmoudreda55\satellite-image-classification\versions\1\data\cloudy\train_13464.jpg,cloudy
C:\Users\Avantee Sarve\.cache\kagglehub\datasets\mahmoudreda55\satellite-image-classification\versions\1\data\cloudy\train_13475.jpg,cloudy
C:\Users\Avantee Sarve\.cache\kagglehub\datasets\mahmoudreda55\satellite-image-classification\versions\1\data\cloudy\train_13497.jpg,cloudy
C:\Users\Avantee Sarve\.cache\kagglehub\datasets\mahmoudreda55\satellite-image-classification\versions\1\data\cloudy\train_13502.jpg,cloudy
C:\Users\Avantee Sarve\.cache\kagglehub\datasets\mahmoudreda55\satellite-image-classification\versions\1\data\cloudy\train_13560.jpg,cloudy
C:\Users\Avantee Sarve\.cache\kagglehub\datasets\mahmoudreda55\satellite-image-classification\versions\1\data\cloudy\train_1360.jpg,cloudy
C:\Users\Avantee Sarve\.cache\kagglehub\datasets\mahmoudreda55\satellite-image-classification\versions\1\data\cloudy\train_13602.jpg,cloudy
C:\Users\Avantee Sarve\.cache\kagglehub\datasets\mahmoudreda55\satellite-image-classification\versions\1\data\cloudy\train_13613.jpg,cloudy
C:\Users\Avantee Sarve\.cache\kagglehub\datasets\mahmoudreda55\satellite-image-classification\versions\1\data\cloudy\train_13628.jpg,cloudy
C:\Users\Avantee Sarve\.cache\kagglehub\datasets\mahmoudreda55\satellite-image-classification\versions\1\data\cloudy\train_13647.jpg,cloudy
C:\Users\Avantee Sarve\.cache\kagglehub\datasets\mahmoudreda55\satellite-image-classification\versions\1\data\cloudy\train_1374.jpg,cloudy
C:\Users\Avantee Sarve\.cache\kagglehub\datasets\mahmoudreda55\satellite-image-classification\versions\1\data\cloudy\train_13749.jpg,cloudy
C:\Users\Avantee Sarve\.cache\kagglehub\datasets\mahmoudreda55\satellite-image-classification\versions\1\data\cloudy\train_1378.jpg,cloudy
C:\Users\Avantee Sarve\.cache\kagglehub\datasets\mahmoudreda55\satellite-image-classification\versions\1\data\cloudy\train_13785.jpg,cloudy
C:\Users\Avantee Sarve\.cache\kagglehub\datasets\mahmoudreda55\satellite-image-classification\versions\1\data\cloudy\train_13792.jpg,cloudy
C:\Users\Avantee Sarve\.cache\kagglehub\datasets\mahmoudreda55\satellite-image-classification\versions\1\data\cloudy\train_138.jpg,cloudy
